"AÑO","SEMESTRE","SEXO BIOLOGICO","PROGRAMA","PAIS NACIMIENTO","DEPARTAMENTO NACIMIENTO","MUNICIPIO NACIMIENTO","NUMERO MATERIAS INSCRITAS","NUMERO MATERIAS APROBADAS","NIVEL_ACADEMICO","ESTRATO"
"2024","2","F","CIENCIAS AMBIENTALES","Colombia","Antioquia","Medellín","7","7","Pregrado","2"
"2024","2","M","ESPECIALIZACIÓN EN ANÁLITICA Y  BIG DATA","Colombia","Meta","Villavicencio","4","4","Posgrado","4"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Rionegro","7","7","Pregrado","2"
"2024","2","M","Ingeniería de Software y Datos","Colombia","Antioquia","Rionegro","6","6","Pregrado","3"
"2024","2","F","Licenciatura en Educación Básica Primaria","Colombia","Antioquia","Apartadó","6","6","Pregrado","3"
"2024","2","M","INGENIERÍA MECATRÓNICA","Colombia","La Guajira","Uribia","7","0","Pregrado","1"
"2024","2","F","ESPECIALIZACIÓN EN FORMULACIÓN Y EVALUACIÓN DE PROYECTOS","Colombia","Antioquia","Rionegro","6","6","Posgrado","2"
"2024","2","F","ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO","Colombia","Antioquia","Sonsón","5","4","Pregrado","3"
"2024","2","F","Ingeniería de Software y Datos","Colombia","Antioquia","Medellín","6","6","Pregrado","2"
"2024","2","M","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Medellín","8","0","Pregrado","2"
"2024","2","F","ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO","Colombia","Córdoba","Puerto Libertador","6","5","Pregrado","1"
"2024","2","M","Especialización en Gerencia de la Seguridad y Salud en el Trabajo","Colombia","Antioquia","Medellín","4","4","Posgrado","2"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Itagüí","8","8","Pregrado","2"
"2024","2","M","ESPECIALIZACIÓN EN ANÁLITICA Y  BIG DATA","Colombia","Antioquia","Bello","4","4","Posgrado","3"
"2024","2","F","ESPECIALIZACIÓN EN INOCUIDAD AGROALIMENTARIA","Colombia","Cundinamarca","La Vega","4","4","Posgrado","2"
"2024","2","M","INGENIERÍA MECATRÓNICA","Colombia","Valle del Cauca","Tuluá","5","3","Pregrado","3"
"2024","2","F","ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO","Colombia","Antioquia","Medellín","8","8","Pregrado","2"
"2024","2","M","INGENIERÍA MECATRÓNICA","Colombia","Antioquia","Medellín","7","6","Pregrado","2"
"2024","2","M","INGENIERÍA MECATRÓNICA","Colombia","Boyacá","Puerto Boyacá","7","6","Pregrado","1"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS","Colombia","Bogotá, D.C.","Bogotá, D.C.","8","0","Pregrado","2"
"2024","2","F","CIENCIAS AMBIENTALES","Colombia","Antioquia","Medellín","8","8","Pregrado","2"
"2024","2","M","CIENCIAS AMBIENTALES","Colombia","Antioquia","Rionegro","4","4","Pregrado","3"
"2024","2","F","Ingeniería de Software y Datos","Colombia","Antioquia","Rionegro","5","5","Pregrado","4"
"2024","2","F","Ingeniería de Software y Datos","Colombia","Antioquia","Medellín","6","6","Pregrado","2"
"2024","2","M","Ingeniería de Software y Datos","Colombia","Antioquia","Medellín","6","5","Pregrado","3"
"2024","2","F","TRABAJO SOCIAL","Colombia","Antioquia","Abejorral","5","5","Pregrado","1"
"2024","2","M","INGENIERÍA MECATRÓNICA","Colombia","Bogotá, D.C.","Bogotá, D.C.","6","6","Pregrado","3"
"2024","2","F","ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO","Colombia","Antioquia","Anorí","6","6","Pregrado","1"
"2024","2","F","Licenciatura en Educación Básica Primaria","Colombia","Antioquia","San Juan de Urabá","6","6","Pregrado","1"
"2024","2","F","Licenciatura en Educación Básica Primaria","Colombia","Antioquia","Heliconia","6","6","Pregrado","1"
"2024","2","F","PUBLICIDAD Y MERCADEO DIGITAL","Colombia","Antioquia","Medellín","7","7","Pregrado","3"
"2024","2","M","CIENCIAS AMBIENTALES","Colombia","Antioquia","Girardota","7","7","Pregrado","2"
"2024","2","F","ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO","Colombia","Antioquia","San Pedro de Los Milagros","7","7","Pregrado","1"
"2024","2","M","INGENIERÍA MECATRÓNICA","Colombia","Caldas","Marquetalia","7","1","Pregrado","2"
"2024","2","F","ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO","Colombia","Antioquia","Medellín","8","0","Pregrado","3"
"2024","2","M","INGENIERÍA MECATRÓNICA","Colombia","Cundinamarca","Lenguazaque","7","4","Pregrado","3"
"2024","2","M","Ingeniería de Software y Datos","Colombia","Bogotá, D.C.","Bogotá, D.C.","6","6","Pregrado","2"
"2024","2","M","TECNOLOGÍA EN DESARROLLO COMUNITARIO","Colombia","Bogotá, D.C.","Bogotá, D.C.","5","0","Pregrado","2"
"2024","2","M","Ingeniería de Software y Datos","Colombia","Valle del Cauca","Santiago de Cali","5","5","Pregrado","3"
"2024","2","M","ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO","Colombia","Antioquia","Puerto Nare","7","7","Pregrado","2"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Puerto Berrío","8","8","Pregrado","3"
"2024","2","M","ADMINISTRACIÓN DE EMPRESAS TURÍSTICAS Y HOTELERAS","Colombia","Antioquia","Santa Rosa de Osos","6","6","Pregrado","3"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Medellín","8","8","Pregrado","2"
"2024","2","M","TECNOLOGÍA EN DESARROLLO DE SOFTWARE","Colombia","Magdalena","Pivijay","7","7","Pregrado","2"
"2024","2","M","ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO","Colombia","Antioquia","Rionegro","6","6","Pregrado","3"
"2024","2","M","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Necoclí","8","4","Pregrado","1"
"2024","2","F","PUBLICIDAD Y MERCADEO DIGITAL","Colombia","Antioquia","Medellín","10","10","Pregrado","2"
"2024","2","F","PUBLICIDAD Y MERCADEO DIGITAL","Colombia","Antioquia","San Juan de Urabá","8","8","Pregrado","1"
"2024","2","F","ESPECIALIZACIÓN EN FORMULACIÓN Y EVALUACIÓN DE PROYECTOS","Colombia","Chocó","Tadó","6","6","Posgrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Santander","San Vicente de Chucurí","5","5","Pregrado","2"
"2024","2","M","TRABAJO SOCIAL","Colombia","Antioquia","Yolombó","5","5","Pregrado","2"
"2024","2","F","ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO","Colombia","Antioquia","Barbosa","8","7","Pregrado","2"
"2024","2","M","CIENCIAS AMBIENTALES","Colombia","Antioquia","Sonsón","8","8","Pregrado","2"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS","Colombia","Bolívar","Cartagena de Indias","8","7","Pregrado","2"
"2024","2","F","ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO","Colombia","Antioquia","Guatapé","7","7","Pregrado","3"
"2024","2","M","Ingeniería de Software y Datos","Colombia","Caldas","Manizales","6","3","Pregrado","4"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Medellín","8","8","Pregrado","2"
"2024","2","M","TECNOLOGIA EN GESTION CATASTRAL Y AGRIMENSURA","Colombia","Antioquia","Medellín","8","7","Pregrado","2"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Cáceres","10","5","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Magdalena","Santa Marta","6","6","Pregrado","Sin información"
"2024","2","F","TECNOLOGÍA EN DESARROLLO COMUNITARIO","Colombia","Magdalena","Plato","5","1","Pregrado","1"
"2024","2","F","TECNOLOGIA EN GESTION CATASTRAL Y AGRIMENSURA","Colombia","Antioquia","Alejandría","7","7","Pregrado","2"
"2024","2","F","PUBLICIDAD Y MERCADEO DIGITAL","Colombia","Antioquia","Medellín","8","8","Pregrado","3"
"2024","2","F","TECNOLOGÍA EN DESARROLLO COMUNITARIO","Colombia","Magdalena","Santa Marta","5","4","Pregrado","1"
"2024","2","M","CIENCIAS AMBIENTALES","Colombia","Caldas","Manizales","7","7","Pregrado","3"
"2024","2","M","ADMINISTRACIÓN DE EMPRESAS","Colombia","Caldas","Aranzazu","8","8","Pregrado","1"
"2024","2","M","TECNOLOGÍA EN DESARROLLO DE SOFTWARE","Colombia","Antioquia","Medellín","8","4","Pregrado","3"
"2024","2","M","TRABAJO SOCIAL","Colombia","Antioquia","Medellín","6","5","Pregrado","2"
"2024","2","M","TECNOLOGIA EN GESTION CATASTRAL Y AGRIMENSURA","Colombia","Antioquia","Copacabana","7","7","Pregrado","3"
"2024","2","M","PUBLICIDAD Y MERCADEO DIGITAL","Colombia","Antioquia","Rionegro","7","7","Pregrado","3"
"2024","2","M","Ingeniería de Software y Datos","Colombia","Bogotá, D.C.","Bogotá, D.C.","6","6","Pregrado","3"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Bello","7","3","Pregrado","4"
"2024","2","M","TRABAJO SOCIAL","Colombia","Antioquia","Turbo","6","3","Pregrado","2"
"2024","2","F","Especialización en Tecnologías Digitales para el Aprendizaje","Colombia","Antioquia","Medellín","4","4","Posgrado","3"
"2024","2","M","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Itagüí","7","0","Pregrado","3"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Medellín","8","6","Pregrado","3"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Medellín","8","6","Pregrado","1"
"2024","2","M","Ingeniería de Software y Datos","Colombia","Valle del Cauca","Buenaventura","6","6","Pregrado","5"
"2024","2","M","INGENIERÍA MECATRÓNICA","Colombia","Antioquia","Frontino","6","6","Pregrado","2"
"2024","2","F","Especialización en Tecnologías Digitales para el Aprendizaje","Colombia","Cundinamarca","Zipaquirá","4","4","Posgrado","4"
"2024","2","F","TRABAJO SOCIAL","Colombia","Antioquia","San Luis","5","0","Pregrado","2"
"2024","2","M","Ingeniería de Software y Datos","Colombia","Antioquia","La Estrella","5","5","Pregrado","2"
"2024","2","F","ESPECIALIZACIÓN EN ANÁLITICA Y  BIG DATA","Colombia","Antioquia","Medellín","4","4","Posgrado","3"
"2024","2","M","Ingeniería de Software y Datos","Colombia","Antioquia","Nariño","6","6","Pregrado","1"
"2024","2","F","TECNOLOGIA EN GESTION CATASTRAL Y AGRIMENSURA","Colombia","Antioquia","Zaragoza","7","4","Pregrado","2"
"2024","2","F","TRABAJO SOCIAL","Colombia","Magdalena","Chivolo","5","5","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Magdalena","Santa Marta","5","5","Pregrado","2"
"2024","2","M","TECNOLOGÍA EN DESARROLLO DE SOFTWARE","Colombia","Córdoba","Montería","8","0","Pregrado","1"
"2024","2","M","TRABAJO SOCIAL","Colombia","Antioquia","Apartadó","4","4","Pregrado","2"
"2024","2","M","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Apartadó","8","0","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Antioquia","Medellín","5","5","Pregrado","1"
"2024","2","F","Licenciatura en Educación Básica Primaria","Colombia","Bolívar","Santa Cruz de Mompox","6","6","Pregrado","1"
"2024","2","M","Ingeniería de Software y Datos","Colombia","Santander","El Carmen de Chucurí","6","6","Pregrado","2"
"2024","2","M","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Nariño","8","8","Pregrado","2"
"2024","2","M","Ingeniería de Software y Datos","Colombia","Antioquia","Medellín","6","3","Pregrado","2"
"2024","2","M","CIENCIAS AMBIENTALES","Colombia","Antioquia","Bello","9","9","Pregrado","2"
"2024","2","F","ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO","Colombia","Antioquia","Barbosa","8","8","Pregrado","1"
"2024","2","M","TECNOLOGÍA EN DESARROLLO DE SOFTWARE","Colombia","Antioquia","Envigado","7","7","Pregrado","2"
"2024","2","M","TECNOLOGÍA EN DESARROLLO DE SOFTWARE","Colombia","Antioquia","Medellín","7","5","Pregrado","3"
"2024","2","M","PUBLICIDAD Y MERCADEO DIGITAL","Colombia","Antioquia","Medellín","8","0","Pregrado","3"
"2024","2","M","TECNOLOGÍA EN DESARROLLO DE SOFTWARE","Colombia","Boyacá","Garagoa","5","5","Pregrado","3"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Itagüí","8","8","Pregrado","2"
"2024","2","F","ESPECIALIZACIÓN EN FORMULACIÓN Y EVALUACIÓN DE PROYECTOS","Colombia","Antioquia","Medellín","6","6","Posgrado","3"
"2024","2","M","CIENCIAS AMBIENTALES","Colombia","Antioquia","Granada","7","7","Pregrado","3"
"2024","2","M","PUBLICIDAD Y MERCADEO DIGITAL","Colombia","Santander","Chipatá","8","7","Pregrado","2"
"2024","2","F","TECNOLOGIA EN GESTION CATASTRAL Y AGRIMENSURA","Colombia","Antioquia","Medellín","7","7","Pregrado","1"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Bello","8","8","Pregrado","2"
"2024","2","M","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Medellín","7","6","Pregrado","2"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Medellín","8","8","Pregrado","2"
"2024","2","F","PUBLICIDAD Y MERCADEO DIGITAL","Colombia","Santander","Bucaramanga","8","8","Pregrado","3"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Jericó","8","7","Pregrado","3"
"2024","2","M","PUBLICIDAD Y MERCADEO DIGITAL","Colombia","Antioquia","Bello","7","7","Pregrado","3"
"2024","2","M","TECNOLOGÍA EN DESARROLLO COMUNITARIO","Colombia","Magdalena","Santa Marta","5","5","Pregrado","1"
"2024","2","F","TECNOLOGÍA EN DESARROLLO COMUNITARIO","Colombia","Magdalena","Pijiño del Carmen","5","0","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Magdalena","Tenerife","6","6","Pregrado","1"
"2024","2","M","CIENCIAS AMBIENTALES","Colombia","Magdalena","Santa Ana","7","6","Pregrado","1"
"2024","2","F","ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO","Colombia","Antioquia","Medellín","8","8","Pregrado","3"
"2024","2","M","ADMINISTRACIÓN DE EMPRESAS TURÍSTICAS Y HOTELERAS","Colombia","Magdalena","Plato","8","8","Pregrado","1"
"2024","2","F","TECNOLOGÍA EN DESARROLLO DE SOFTWARE","Colombia","Antioquia","Itagüí","7","7","Pregrado","2"
"2024","2","F","ESPECIALIZACIÓN EN FORMULACIÓN Y EVALUACIÓN DE PROYECTOS","Colombia","Antioquia","Medellín","6","6","Posgrado","1"
"2024","2","M","ADMINISTRACIÓN DE EMPRESAS","Colombia","Bogotá, D.C.","Bogotá, D.C.","2","1","Pregrado","2"
"2024","2","F","ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO","Colombia","Risaralda","Marsella","7","7","Pregrado","3"
"2024","2","F","TRABAJO SOCIAL","Colombia","Antioquia","Titiribí","5","0","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Antioquia","San Juan de Urabá","6","6","Pregrado","1"
"2024","2","M","TECNOLOGIA EN GESTION CATASTRAL Y AGRIMENSURA","Colombia","Antioquia","Medellín","8","0","Pregrado","2"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Medellín","1","1","Pregrado","3"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Medellín","8","7","Pregrado","1"
"2024","2","F","PUBLICIDAD Y MERCADEO DIGITAL","Colombia","Antioquia","Medellín","8","6","Pregrado","3"
"2024","2","M","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Itagüí","8","8","Pregrado","3"
"2024","2","F","ESPECIALIZACIÓN EN FORMULACIÓN Y EVALUACIÓN DE PROYECTOS","Colombia","Antioquia","Bello","6","6","Posgrado","3"
"2024","2","F","TRABAJO SOCIAL","Colombia","Antioquia","Dabeiba","5","5","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Antioquia","Turbo","6","6","Pregrado","2"
"2024","2","M","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Apartadó","8","8","Pregrado","1"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Medellín","8","8","Pregrado","4"
"2024","2","F","TRABAJO SOCIAL","Colombia","Antioquia","Argelia","5","5","Pregrado","1"
"2024","2","F","ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO","Colombia","Antioquia","Retiro","8","7","Pregrado","3"
"2024","2","M","TECNOLOGÍA EN DESARROLLO DE SOFTWARE","Colombia","Antioquia","Medellín","3","2","Pregrado","3"
"2024","2","F","TRABAJO SOCIAL","Colombia","Antioquia","Tarazá","6","6","Pregrado","1"
"2024","2","F","ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO","Colombia","Antioquia","Medellín","7","6","Pregrado","2"
"2024","2","F","TECNOLOGÍA EN DESARROLLO DE SOFTWARE","Colombia","Sucre","San Luis de Sincé","8","0","Pregrado","2"
"2024","2","F","ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO","Colombia","Bogotá, D.C.","Bogotá, D.C.","7","7","Pregrado","3"
"2024","2","M","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Medellín","8","8","Pregrado","3"
"2024","2","F","PUBLICIDAD Y MERCADEO DIGITAL","Colombia","Antioquia","Andes","8","8","Pregrado","2"
"2024","2","F","ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO","Colombia","Tolima","Ibagué","8","8","Pregrado","2"
"2024","2","F","TRABAJO SOCIAL","Colombia","Antioquia","Cañasgordas","6","6","Pregrado","2"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS","Colombia","Tolima","Ibagué","8","8","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Bolívar","Santa Rosa","6","6","Pregrado","1"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Medellín","8","8","Pregrado","3"
"2024","2","M","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Medellín","8","8","Pregrado","3"
"2024","2","F","TRABAJO SOCIAL","Colombia","Antioquia","Rionegro","6","6","Pregrado","3"
"2024","2","M","PUBLICIDAD Y MERCADEO DIGITAL","Colombia","Nariño","Ricaurte","8","1","Pregrado","1"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS","Colombia","Santander","Piedecuesta","8","8","Pregrado","3"
"2024","2","F","PUBLICIDAD Y MERCADEO DIGITAL","Colombia","Antioquia","Medellín","8","8","Pregrado","3"
"2024","2","M","ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO","Colombia","Antioquia","Medellín","7","7","Pregrado","4"
"2024","2","M","ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO","Colombia","Nariño","Providencia","7","6","Pregrado","1"
"2024","2","M","PUBLICIDAD Y MERCADEO DIGITAL","Colombia","Magdalena","Santa Marta","8","8","Pregrado","3"
"2024","2","M","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Medellín","8","8","Pregrado","3"
"2024","2","F","ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO","Colombia","Antioquia","Medellín","8","0","Pregrado","1"
"2024","2","M","INGENIERÍA MECATRÓNICA","Colombia","Antioquia","Santa Bárbara","7","0","Pregrado","2"
"2024","2","F","TRABAJO SOCIAL","Colombia","Antioquia","Medellín","5","5","Pregrado","3"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS","Colombia","Cauca","La Sierra","7","7","Pregrado","1"
"2024","2","F","ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO","Colombia","Sucre","Sincelejo","8","8","Pregrado","1"
"2024","2","M","Ingeniería de Software y Datos","Colombia","Antioquia","Itagüí","5","5","Pregrado","3"
"2024","2","M","PUBLICIDAD Y MERCADEO DIGITAL","Colombia","Antioquia","Apartadó","7","0","Pregrado","1"
"2024","2","F","PUBLICIDAD Y MERCADEO DIGITAL","Colombia","Antioquia","Apartadó","7","5","Pregrado","3"
"2024","2","M","ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO","Colombia","Antioquia","Medellín","7","7","Pregrado","1"
"2024","2","M","Ingeniería de Software y Datos","Colombia","Antioquia","Santa Bárbara","6","6","Pregrado","1"
"2024","2","M","CIENCIAS AMBIENTALES","Colombia","Antioquia","Caucasia","8","8","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Antioquia","Medellín","5","5","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Bogotá, D.C.","Bogotá, D.C.","5","5","Pregrado","3"
"2024","2","F","PUBLICIDAD Y MERCADEO DIGITAL","Colombia","Antioquia","Medellín","8","7","Pregrado","3"
"2024","2","M","TECNOLOGÍA EN DESARROLLO DE SOFTWARE","Colombia","Antioquia","Copacabana","7","0","Pregrado","3"
"2024","2","M","PUBLICIDAD Y MERCADEO DIGITAL","Colombia","Antioquia","La Ceja","8","8","Pregrado","3"
"2024","2","F","Licenciatura en Educación Básica Primaria","Colombia","Antioquia","Dabeiba","6","6","Pregrado","1"
"2024","2","M","TECNOLOGÍA EN DESARROLLO DE SOFTWARE","Colombia","Chocó","Quibdó","8","8","Pregrado","1"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Alejandría","8","8","Pregrado","3"
"2024","2","F","Ingeniería de Software y Datos","Colombia","Antioquia","Medellín","5","2","Pregrado","2"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Caucasia","7","7","Pregrado","3"
"2024","2","F","TRABAJO SOCIAL","Colombia","Antioquia","Medellín","5","5","Pregrado","2"
"2024","2","F","PUBLICIDAD Y MERCADEO DIGITAL","Colombia","Antioquia","Medellín","8","8","Pregrado","2"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Medellín","8","8","Pregrado","2"
"2024","2","M","Ingeniería de Software y Datos","Colombia","Antioquia","Venecia","6","6","Pregrado","3"
"2024","2","M","Ingeniería de Software y Datos","Colombia","Bogotá, D.C.","Bogotá, D.C.","5","5","Pregrado","2"
"2024","2","F","Licenciatura en Educación Básica Primaria","Colombia","Antioquia","Fredonia","6","6","Pregrado","3"
"2024","2","M","INGENIERÍA MECATRÓNICA","Colombia","Antioquia","Bello","7","2","Pregrado","3"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS","Colombia","Chocó","Quibdó","8","7","Pregrado","3"
"2024","2","F","TRABAJO SOCIAL","Colombia","La Guajira","Riohacha","6","6","Pregrado","Sin información"
"2024","2","F","PUBLICIDAD Y MERCADEO DIGITAL","Colombia","Córdoba","Montería","8","8","Pregrado","1"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","San Carlos","9","9","Pregrado","3"
"2024","2","F","TECNOLOGÍA EN DESARROLLO COMUNITARIO","Colombia","Magdalena","Santa Ana","5","0","Pregrado","1"
"2024","2","M","Ingeniería de Software y Datos","Colombia","Boyacá","Santa Rosa de Viterbo","5","3","Pregrado","2"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Abejorral","8","8","Pregrado","2"
"2024","2","M","Especialización en Tecnologías Digitales para el Aprendizaje","Colombia","Antioquia","Medellín","4","4","Posgrado","1"
"2024","2","F","PUBLICIDAD Y MERCADEO DIGITAL","Colombia","Antioquia","Medellín","8","8","Pregrado","2"
"2024","2","M","Ingeniería de Software y Datos","Colombia","Magdalena","El Banco","5","0","Pregrado","1"
"2024","2","M","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Medellín","8","8","Pregrado","2"
"2024","2","F","ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO","Colombia","Antioquia","Medellín","8","8","Pregrado","1"
"2024","2","F","Licenciatura en Educación Básica Primaria","Colombia","Antioquia","San Jerónimo","6","2","Pregrado","2"
"2024","2","F","ESPECIALIZACIÓN EN PROGRAMACIÓN APLICADA","Colombia","Bogotá, D.C.","Bogotá, D.C.","5","5","Posgrado","3"
"2024","2","F","ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO","Colombia","Antioquia","Rionegro","7","6","Pregrado","3"
"2024","2","M","ADMINISTRACIÓN DE EMPRESAS","Colombia","Atlántico","Barranquilla","8","5","Pregrado","2"
"2024","2","M","TRABAJO SOCIAL","Colombia","Antioquia","Medellín","6","6","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Antioquia","Dabeiba","6","6","Pregrado","2"
"2024","2","M","Ingeniería de Software y Datos","Colombia","Bogotá, D.C.","Bogotá, D.C.","6","6","Pregrado","2"
"2024","2","M","CIENCIAS AMBIENTALES","Colombia","Antioquia","Amagá","10","10","Pregrado","1"
"2024","2","F","TRABAJO SOCIAL","Colombia","Magdalena","Ciénaga","5","5","Pregrado","2"
"2024","2","M","TRABAJO SOCIAL","Colombia","Antioquia","Medellín","6","6","Pregrado","2"
"2024","2","F","CIENCIAS AMBIENTALES","Colombia","Santander","Puente Nacional","7","7","Pregrado","2"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","San Juan de Urabá","7","4","Pregrado","1"
"2024","2","M","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Medellín","8","6","Pregrado","3"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Nechí","8","8","Pregrado","1"
"2024","2","F","ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO","Colombia","Tolima","Armero","7","7","Pregrado","2"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Mutatá","8","4","Pregrado","1"
"2024","2","M","TECNOLOGIA EN GESTION CATASTRAL Y AGRIMENSURA","Colombia","Bogotá, D.C.","Bogotá, D.C.","8","7","Pregrado","3"
"2024","2","F","Tecnología en Gestión Logística Portuaria y del Transporte","Colombia","Atlántico","Barranquilla","5","0","Pregrado","1"
"2024","2","M","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Medellín","8","8","Pregrado","1"
"2024","2","M","PUBLICIDAD Y MERCADEO DIGITAL","Colombia","Antioquia","Medellín","8","0","Pregrado","3"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Medellín","7","7","Pregrado","3"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Apartadó","8","8","Pregrado","1"
"2024","2","F","ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO","Colombia","Antioquia","Caucasia","8","3","Pregrado","1"
"2024","2","F","Ingeniería de Software y Datos","Colombia","Huila","Pital","6","6","Pregrado","2"
"2024","2","F","ESPECIALIZACIÓN EN FORMULACIÓN Y EVALUACIÓN DE PROYECTOS","Colombia","Antioquia","Armenia","6","6","Posgrado","Sin información"
"2024","2","F","ADMINISTRACIÓN DE EMPRESAS","Colombia","Antioquia","Medellín","8","8","Pregrado","2"
